"Customer Purchase Or","Overall status","Item category","Material group","Material - Model Number (Key)"
"101-0009241-001","C","OP Sales Item","Single-Disposable","BD-410X-1055"
"101-0009241-001","C","OP Sales Item","Single-Disposable","BD-410X-1355"
"101-0009241-001","C","OP Sales Item","Single-Disposable","BD-410X-1555"
"101-0009241-001","C","OP Sales Item","Single-Disposable","BD-410X-1855"
"101-0009241-001","C","OP Sales Item","Single-Disposable","BD-410X-2055"
"101-0009241-001","C","OP Sales Item","Single-Disposable","MAJ-1632"
"101-0009241-001","C","OP Sales Item","Single-Disposable","MAJ-1740"
"101-0009241-001","C","OP Sales Item","Single-Disposable","MAJ-1555"
"101-0009241-001","C","OP Sales Item","Single-Disposable","BW-412T"
"101-0009241-001","C","OP Sales Item","Single-Disposable","SD-230U-20"
"101-0009241-001","C","OP Sales Item","Single-Disposable","ARV110"
"101-0009241-001","C","OP Sales Item","Single-Disposable","ARV120"
"101-0009241-001","C","OP Sales Item","Single-Disposable","ET2213"
"101-0009241-001","C","OP Sales Item","Single-Disposable","ET1111"
"101-0009241-001","C","OP Sales Item","Single-Disposable","345SVVO"
"101-0009241-001","C","OP Sales Item","Multi-Disposable","FG-44NR-1"
"101-0009241-001","C","Pric.at Item Level","Capital","CF-HQ190L-EZWG-KIT"
"101-0009241-001","C","Pric.at Item Level","Capital","CF-HQ190L-ECV120"
"101-0009241-001","C","Pric.at Item Level","Capital","PCF-H190DL-ECV110"
"101-0009241-001","C","Pric.at Item Level","Capital","GIF-H190-NBSCKIT3"
"101-0009241-001","C","Pric.at Item Level","Capital","PCF-H190DL-AWSCBKT"
"101-0009241-001","C","Pric.at Item Level","Capital","190-TOWER-KIT-OEV"
"101-0009241-001","C","Pric.at Item Level","Capital","GIF-H190-AWSKIT"
"101-0009241-002","A","Sales Return Item","Accessory","MAJ-865"
"101-0009241-002","C","OP Sales Item","Accessory","MAJ-865"
"101-0009241-002","C","OP Sales Item","Accessory","MAJ-1546"
"101-0009241-002","C","OP Sales Item","Accessory","MF01-0033PL"
"101-0009241-002","C","OP Sales Item","Accessory","MF01-65887"
"101-0009241-002","C","OP Sales Item","Single-Disposable","MF01-0014PL"
"101-0009241-002","C","OP Sales Item","Single-Disposable","MF01-0015PL"
"101-0009241-002","C","OP Sales Item","Chemical","ENDOQUICK"
"101-0009241-002","C","OP Sales Item","Chemical","ACECIDE-C"
"101-0009241-002","C","OP Sales Item","Chemical","ACECIDE-C TEST"
"101-0009241-002","C","Install Item","Capital","OER-PRO"
"101-0009241-002","C","Install Item","Capital","MAJ-2022"
"101-0009273-001","A","Sales Return Item","Accessory","WA95622A"
"101-0009273-001","C","Sales Return Item","Capital","WA97010A"
"101-0009368-015","A","Lease Trade-In Ret.","Capital","A22000A"
"101-0009368-015","A","Lease Trade-In Ret.","Capital","A22001A"
"101-0009368-015","A","Lease Trade-In Ret.","Capital","A22002A"
"101-0009368-015","A","Lease Trade-In Ret.","Capital","A22003A"
"101-0009368-015","A","Lease Trade-In Ret.","Capital","CW-USLSA"
"101-0009368-015","C","Lease Trade Value","Capital","A22000A"
"101-0009368-015","C","Lease Trade Value","Capital","A22001A"
"101-0009368-015","C","Lease Trade Value","Capital","A22002A"
"101-0009368-015","C","Lease Trade Value","Capital","A22003A"
"101-0009368-015","C","Lease Trade Value","Capital","CW-USLSA"
"101-0009368-015","C","OP Sales Item","Capital","A4674A"
"101-0009368-015","C","OP Sales Item","Capital","MR-6LA"
"101-0009368-015","C","OP Sales Item","Capital","CYF-5R"
"101-0009368-015","C","OP Sales Item","Capital","URF-P6R"
"101-0009368-015","C","OP Sales Item","Capital","SPL-S"
"101-0009368-015","C","OP Sales Item","Capital","WA20021A"
"101-0009368-015","C","OP Sales Item","Capital","WA20023A"
"101-0009368-015","C","OP Sales Item","Capital","WA2T400A"
"101-0009368-015","C","OP Sales Item","Capital","WA2T412A"
"101-0009368-015","C","OP Sales Item","Capital","WA2T430A"
"101-0009368-015","C","OP Sales Item","Capital","WA2T470A"
"101-0009368-015","C","OP Sales Item","Accessory","13839"
"101-0009368-015","C","OP Sales Item","Accessory","FB-19SX-1"
"101-0009368-015","C","OP Sales Item","Accessory","FG-53SX-1"
"101-0009368-015","C","OP Sales Item","Accessory","99240"
"101-0009368-015","C","OP Sales Item","Accessory","A20912A"
"101-0009368-015","C","OP Sales Item","Accessory","A20914A"
"101-0009368-015","C","OP Sales Item","Accessory","A22054A"
"101-0009368-015","C","OP Sales Item","Accessory","A4770"
"101-0009368-015","C","OP Sales Item","Accessory","A4772"
"101-0009368-015","C","OP Sales Item","Accessory","A4825"
"101-0009368-015","C","OP Sales Item","Accessory","A5976"
"101-0009368-015","C","OP Sales Item","Accessory","MRA-GT"
"101-0009368-015","C","OP Sales Item","Accessory","SPL-FS"
"101-0009368-015","C","OP Sales Item","Accessory","SPL-NC"
"101-0009368-015","C","OP Sales Item","Accessory","SPL-W"
"101-0009368-015","C","OP Sales Item","Accessory","WA00014A"
"101-0009368-015","C","OP Sales Item","Accessory","WA03300A"
"101-0009368-015","C","OP Sales Item","Accessory","WA05970A"
"101-0009368-015","C","OP Sales Item","Accessory","WA22016A"
"101-0009368-015","C","OP Sales Item","Accessory","WA22017T"
"101-0009368-015","C","OP Sales Item","Accessory","WA22018A"
"101-0009368-015","C","OP Sales Item","Accessory","WA22367A"
"101-0009368-015","C","OP Sales Item","Multi-Disposable","CS-G7"
"101-0009368-015","C","OP Sales Item","Multi-Disposable","SPL-T"
"101-0009374-004","C","FIS Return Item","Capital","EU-ME2 PREMIERPLUS"
"101-0009374-004","C","FIS Return Item","Capital","MAJ-2056"
"101-0009374-004","C","FIS Return Item","Capital","GF-UE160-AL5"
"101-0009374-004","C","FIS Return Item","Capital","GF-UCT180"
"101-0009392-009","A","FIS Return Item","Capital","BF-MP160F"
"101-0009392-009","A","FIS Return Item","Capital","BF-XP160F"
"101-0009392-009","A","FIS Return Item","Capital","EU-ME1"
"101-0009392-011","A","FIS Return Item","Capital","CF-HQ190L"
"101-0009392-011","A","FIS Return Item","Capital","PCF-H190L"
"101-0009392-011","A","FIS Return Item","Capital","GIF-H190"
"101-0009392-011","A","FIS Return Item","Capital","GIF-1TQ160"
"101-0009392-011","A","FIS Return Item","Capital","GF-UE160-AL5"
"101-0009392-011","A","FIS Return Item","Capital","SSD-ALPHA10"
"101-0009392-011","C","FIS Return Item","Capital","UM-2R-3"
"101-0009392-012","A","FIS Return Item","Capital","MAJ-1430"
"101-0009392-012","A","FIS Return Item","Capital","OEV-261H"
"101-0009392-012","A","FIS Return Item","Capital","CV-190"
"101-0009392-012","A","FIS Return Item","Capital","CLV-190"
"101-0009392-012","A","FIS Return Item","Capital","PCF-H190L"
"101-0009392-012","A","FIS Return Item","Capital","PCF-H180AL"
"101-0009430-067","A","Lease Trade-In Ret.","Capital","GF-UCT180"
"101-0009430-067","C","Lease Trade Value","Capital","GF-UCT180"
"101-0009430-067","C","OP Sales Item","Capital","CF-HQ190L"
"101-0009430-067","C","OP Sales Item","Capital","GIF-H190"
"101-0009430-067","C","OP Sales Item","Capital","TJF-Q180V"
"101-0009430-067","C","OP Sales Item","Capital","BF-P190"
"101-0009430-067","C","OP Sales Item","Capital","GF-UCT180"
"101-0009430-067","C","OP Sales Item","Capital","PCF-H190DL"
"101-0009442-008","C","OP Sales Item","Capital","CF-Q160S"
"101-0009442-008","C","Sales Return Item","Capital","CF-Q160S"
"101-0009442-008SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0009442-008SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0009492-013","A","FIS Return Item","Capital","GF-UE160-AL5"
"101-0009492-013","A","FIS Return Item","Capital","GF-UCT180"
"101-0009492-014","A","FIS Return Item","Capital","GF-UE160-AL5"
"101-0009492-014","A","FIS Return Item","Capital","GF-UCT180"
"101-0009492-020","C","OP Sales Item","Capital","GF-UE160-AL5"
"101-0009492-020","C","OP Sales Item","Capital","GF-UCT180"
"101-0009509-003","A","OP Sales Item","Capital","K10022086"
"101-0009509-003","A","OP Sales Item","Capital","CF-HQ190L"
"101-0009509-003","A","OP Sales Item","Capital","GIF-HQ190"
"101-0009509-003","A","OP Sales Item","Capital","OEV-262H"
"101-0009509-003","A","OP Sales Item","Capital","PCF-H190DL"
"101-0009509-003","A","OP Sales Item","Accessory","MAJ-865"
"101-0009509-003","A","OP Sales Item","Accessory","MF01-0033PL"
"101-0009509-003","A","OP Sales Item","Accessory","MF01-65887"
"101-0009509-003","A","OP Sales Item","Single-Disposable","MF01-0014PL"
"101-0009509-003","A","OP Sales Item","Single-Disposable","MF01-0015PL"
"101-0009509-003","A","OP Sales Item","Chemical","ACECIDE-C TEST"
"101-0009509-003","A","Install Item","Capital","OER-PRO"
"101-0009509-003","A","Sales Explanation","Single-Disposable","MAJ-822"
"101-0009509-003","A","Sales Explanation","Single-Disposable","MAJ-823"
"101-0009509-003","A","Sales Explanation","Single-Disposable","MAJ-824"
"101-0009509-003","A","Pric.at Header Level","Single-Disposable","OER-1YRFILTERBULK"
"101-0009509-003","C","OP Sales Item","Chemical","ENDOQUICK"
"101-0009509-003","C","OP Sales Item","Chemical","ACECIDE-C"
"101-0009608-007","C","Lease Trade-In Ret.","Capital","CYF-V2"
"101-0009608-007","C","Lease Trade Value","Capital","CYF-V2"
"101-0009608-007","C","OP Sales Item","Capital","CYF-V2"
"101-0009608-008","C","Lease Trade-In Ret.","Capital","CYF-V2"
"101-0009608-008","C","Lease Trade Value","Capital","CYF-V2"
"101-0009608-008","C","OP Sales Item","Capital","CYF-V2"
"101-0009622-006","C","Lease Trade-In Ret.","Capital","GIF-H180J"
"101-0009622-006","C","Lease Trade Value","Capital","GIF-H180J"
"101-0009622-006","C","OP Sales Item","Capital","K10021764"
"101-0009622-006","C","OP Sales Item","Capital","CF-HQ190L"
"101-0009622-006","C","OP Sales Item","Capital","GIF-H190"
"101-0009622-006","C","OP Sales Item","Capital","CH-S190-XZ-E"
"101-0009622-006","C","OP Sales Item","Capital","PCF-H190DL"
"101-0009649-004","A","FIS Return Item","Capital","CF-HQ190L"
"101-0009649-004","A","FIS Return Item","Capital","GIF-HQ190"
"101-0009649-005","C","OP Sales Item","Capital","K10021611"
"101-0009649-005","C","OP Sales Item","Capital","CV-190"
"101-0009649-005","C","OP Sales Item","Capital","CLV-190"
"101-0009649-005","C","OP Sales Item","Capital","CF-HQ190L"
"101-0009649-005","C","OP Sales Item","Capital","GIF-HQ190"
"101-0009649-005","C","OP Sales Item","Capital","UWIT-TX"
"101-0009649-005","C","OP Sales Item","Capital","MAJ-1985"
"101-0009649-005","C","OP Sales Item","Capital","UWIT-RX"
"101-0009649-005","C","OP Sales Item","Capital","LMD-X310ST"
"101-0009649-005","C","OP Sales Item","Capital","OEP-5"
"101-0009649-005","C","OP Sales Item","Accessory","MAJ-1918"
"101-0009649-005","C","OP Sales Item","Accessory","MAJ-1916"
"101-0009649-005","C","OP Sales Item","Accessory","MAJ-2011"
"101-0009649-005","C","OP Sales Item","Accessory","OIS-UWITADPT"
"101-0009649-005","C","OP Sales Item","Accessory","OL-0015-08"
"101-0009649-005","C","OP Sales Item","Accessory","OL-0015-20"
"101-0009649-005","C","OP Sales Item","Accessory","CV-SDI-3"
"101-0009649-005","C","OP Sales Item","Single-Disposable","MAJ-1632"
"101-0009649-005","C","OP Sales Item","Single-Disposable","BW-412T"
"101-0009649-005","C","OP Sales Item","Single-Disposable","SD-240U-15"
"101-0009649-005","C","OP Sales Item","Single-Disposable","NM-610U-0525"
"101-0009649-005","C","OP Sales Item","Single-Disposable","NM-610U-0426"
"101-0009649-005","C","OP Sales Item","Single-Disposable","HX-202UR.A"
"101-0009649-005","C","OP Sales Item","Single-Disposable","FB-225U"
"101-0009649-005","C","OP Sales Item","Single-Disposable","ARV120"
"101-0009649-005","C","OP Sales Item","Single-Disposable","345SVVO"
"101-0009649-005","C","Pric.at Item Level","Capital","CF-HQ190L-ECV120"
"101-0009649-005","C","Pric.at Item Level","Capital","CF-HQ190L-AWSCBKIT"
"101-0009649-005","C","Pric.at Item Level","Capital","GIF-HQ190-QCP-KIT3"
"101-0009649-005","C","Pric.at Item Level","Capital","190-TOWER-KIT"
"101-0009740-002","A","Lease Trade-In Ret.","Capital","CLV-180"
"101-0009740-002","A","Lease Trade-In Ret.","Capital","CV-180"
"101-0009740-002","A","Sales Return Item","Capital","CLV-190"
"101-0009740-002","C","Lease Trade Value","Capital","CLV-180"
"101-0009740-002","C","Lease Trade Value","Capital","CV-180"
"101-0009740-002","C","OP Sales Item","Capital","MAJ-1430"
"101-0009740-002","C","OP Sales Item","Accessory","MAJ-1918"
"101-0009740-002","C","OP Sales Item","Accessory","MAJ-1916"
"101-0009740-002","C","Cert Pre Owned Item","Capital","CV-190"
"101-0009740-002","C","Cert Pre Owned Item","Capital","CLV-190"
"101-0009740-002","C","Cert Pre Owned Item","Capital","PCF-PH190L"
"101-0009810-017","C","BDC Sales Item","Capital","IT-HW-00082"
"101-0009810-017","C","Sales Return Item","Capital","IT-HW-00082"
"101-0009848-007","A","FIS Return Item","Capital","PSD-30"
"101-0009848-007","C","FIS Return Item","Capital","PSD-30"
"101-0009848-007","C","FIS Return Item","Capital","OEV-261H"
"101-0009848-007","C","FIS Return Item","Capital","CV-190"
"101-0009848-007","C","FIS Return Item","Capital","CLV-190"
"101-0009848-007","C","FIS Return Item","Capital","CF-HQ190L"
"101-0009848-007","C","FIS Return Item","Capital","PCF-H190L"
"101-0009848-007","C","FIS Return Item","Capital","GIF-HQ190"
"101-0009848-007","C","FIS Return Item","Capital","EFP-250"
"101-0009848-009","C","OP Sales Item","Capital","MAJ-1430"
"101-0009848-009","C","OP Sales Item","Capital","CV-190"
"101-0009848-009","C","OP Sales Item","Capital","CLV-190"
"101-0009848-009","C","OP Sales Item","Capital","CF-HQ190L"
"101-0009848-009","C","OP Sales Item","Capital","GIF-H190"
"101-0009848-009","C","OP Sales Item","Capital","OEV-262H"
"101-0009848-009","C","OP Sales Item","Capital","PCF-H190DL"
"101-0009848-009","C","OP Sales Item","Accessory","MAJ-1918"
"101-0009848-009","C","OP Sales Item","Accessory","MAJ-1916"
"101-0009848-009SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0009848-009SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0009918-006SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0009918-006SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0010039-012","A","Lease Trade-In Ret.","Capital","OEP-3"
"101-0010039-012","C","Lease Trade Value","Capital","OEP-3"
"101-0010039-012","C","OP Sales Item","Capital","CF-HQ190L"
"101-0010039-012","C","OP Sales Item","Capital","GIF-HQ190"
"101-0010039-012","C","OP Sales Item","Capital","GIF-1TH190"
"101-0010039-012","C","OP Sales Item","Capital","OEV-262H"
"101-0010039-012","C","OP Sales Item","Capital","PCF-H190DL"
"101-0010039-012","C","OP Sales Item","Capital","OEP-5"
"101-0010039-012","C","OP Sales Item","Single-Disposable","PR-233Q"
"101-0010039-012","C","OP Sales Item","Single-Disposable","SLK-6-LF"
"101-0010039-012","C","OP Sales Item","Single-Disposable","SLP-6-LF"
"101-0010039-012","C","OP Sales Item","Single-Disposable","ARV110"
"101-0010039-012","C","OP Sales Item","Single-Disposable","ARV120"
"101-0010039-012","C","OP Sales Item","Single-Disposable","SHS-08-050-180"
"101-0010039-012","C","OP Sales Item","Single-Disposable","SHS-08-060-180"
"101-0010039-012","C","OP Sales Item","Single-Disposable","SHS-08-070-180"
"101-0010039-012","C","OP Sales Item","Single-Disposable","SHS-10-050-180"
"101-0010039-012","C","OP Sales Item","Single-Disposable","SHS-10-060-180"
"101-0010039-012","C","OP Sales Item","Single-Disposable","SHS-10-070-180"
"101-0010039-013","A","Lease Trade-In Ret.","Capital","BF-Q180-AC"
"101-0010039-013","A","Lease Trade-In Ret.","Capital","BF-P40"
"101-0010039-013","C","Lease Trade-In Ret.","Capital","CLV-180"
"101-0010039-013","C","Lease Trade-In Ret.","Capital","CV-180"
"101-0010039-013","C","Lease Trade-In Ret.","Capital","BF-3C160"
"101-0010039-013","C","Lease Trade Value","Capital","CLV-180"
"101-0010039-013","C","Lease Trade Value","Capital","CV-180"
"101-0010039-013","C","Lease Trade Value","Capital","BF-3C160"
"101-0010039-013","C","Lease Trade Value","Capital","BF-Q180-AC"
"101-0010039-013","C","Lease Trade Value","Capital","BF-P40"
"101-0010039-013","C","OP Sales Item","Capital","MAJ-524"
"101-0010039-013","C","OP Sales Item","Capital","K10021769"
"101-0010039-013","C","OP Sales Item","Capital","LF-TP"
"101-0010039-013","C","OP Sales Item","Capital","CV-190"
"101-0010039-013","C","OP Sales Item","Capital","CLV-190"
"101-0010039-013","C","OP Sales Item","Capital","BF-H190"
"101-0010039-013","C","OP Sales Item","Capital","BF-1TH190"
"101-0010039-013","C","OP Sales Item","Capital","OEV-262H"
"101-0010039-013","C","OP Sales Item","Capital","OEP-5"
"101-0010039-013","C","OP Sales Item","Accessory","MAJ-1918"
"101-0010039-013","C","OP Sales Item","Accessory","MAJ-1951"
"101-0010039-013","C","OP Sales Item","Accessory","MAJ-1916"
"101-0010039-013SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0010039-013SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0010044-004","A","Lease Trade-In Ret.","Capital","GIF-160"
"101-0010044-004","A","Lease Trade-In Ret.","Capital","GIF-Q160"
"101-0010044-004","A","Lease Trade-In Ret.","Capital","CF-Q160AL"
"101-0010044-004","A","Lease Trade-In Ret.","Capital","PCF-160AL"
"101-0010044-004","C","Lease Trade Value","Capital","GIF-160"
"101-0010044-004","C","Lease Trade Value","Capital","GIF-Q160"
"101-0010044-004","C","Lease Trade Value","Capital","CF-Q160AL"
"101-0010044-004","C","Lease Trade Value","Capital","PCF-160AL"
"101-0010044-004","C","OP Sales Item","Capital","MAJ-1430"
"101-0010044-004","C","OP Sales Item","Capital","CV-190"
"101-0010044-004","C","OP Sales Item","Capital","CLV-190"
"101-0010044-004","C","OP Sales Item","Capital","CF-HQ190L"
"101-0010044-004","C","OP Sales Item","Capital","GIF-H190"
"101-0010044-004","C","OP Sales Item","Capital","OEV-262H"
"101-0010044-004","C","OP Sales Item","Capital","PCF-H190DL"
"101-0010044-004","C","OP Sales Item","Accessory","MAJ-1918"
"101-0010044-004","C","OP Sales Item","Accessory","MAJ-1921"
"101-0010044-004","C","OP Sales Item","Accessory","MAJ-1916"
"101-0010044-004","C","OP Sales Item","Accessory","FLP-0002-17C"
"101-0010044-004","C","OP Sales Item","Accessory","OL-0015-07"
"101-0010044-004","C","OP Sales Item","Accessory","CV-SDI-50"
"101-0010052-010","C","OP Sales Item","Capital","UCR"
"101-0010052-010","C","OP Sales Item","Capital","MAJ-1985"
"101-0010052-010","C","OP Sales Item","Accessory","MAJ-1653"
"101-0010067-002","C","Lease Trade-In Ret.","Capital","URF-P5"
"101-0010067-002","C","Lease Trade Value","Capital","URF-P5"
"101-0010067-002","C","OP Sales Item","Capital","URF-V2"
"101-0010073-029","C","Cert Pre Owned Item","Capital","PROSOUND F75"
"101-0010073-029","C","Olympus Cons. Issue","Capital","PROSOUND F75"
"101-0010074-004","A","Lease Trade-In Ret.","Capital","CF-H180AL"
"101-0010074-004","A","Lease Trade-In Ret.","Capital","GIF-H180"
"101-0010074-004","A","Lease Trade-In Ret.","Capital","PCF-H180AL"
